Kernel Name,VLSU Ports,Function Units,Vector Length,X_dim,Y_dim,Num Core Per Cluster,Num Vector Unit Per Cluster,Bank Width,Bank Num,Peak Performance (GFLOP/s),Peak Bandwidth (GB/s),Achieved Performance (GFLOP/s),Achieved Bandwidth (GB/s),Operational Intensity (FLOP/byte),Execution Time (us),Total FLOPs,Total Bytes,Roofline (GFLOP/s),Vector Bandwidth,Bank Bandwidth,Bandwidth,Compute,Roofline (GFLOP/s) v2,Roofline (GFLOP/s) v3,Performance % of Roofline,Performance % of Roofline Bank
l1_matrix_add,32,64,8192,16384,2,2,1,32,32,128.0,128.0,4.673468354466487,43.81,0.0833,1402.299,6553600,78643200,10.6624,128000000000.0,128000000000.0,128000000000.0,128000000000.0,10.6624,10.6624,43.8312983424603,43.8312983424603
l1_matrix_add,32,64,8192,16384,2,2,1,64,64,128.0,128.0,3.27248196005371,30.68,0.0833,2002.639,6553600,78643200,10.6624,128000000000.0,512000000000.0,128000000000.0,128000000000.0,42.6496,5.3312,30.691795093540946,7.672948773385237
l1_matrix_add,32,64,8192,16384,2,2,1,32,256,128.0,128.0,8.7763514183096,82.28,0.0833,746.734,6553600,78643200,10.6624,128000000000.0,1024000000000.0,128000000000.0,128000000000.0,85.2992,1.3328,82.31121903426622,10.288902379283277
l1_matrix_add,32,16,8192,16384,2,1,1,32,32,32.0,128.0,3.2725603980043863,30.68,0.0833,2002.591,6553600,78643200,10.6624,128000000000.0,128000000000.0,128000000000.0,32000000000.0,10.6624,10.6624,30.692530743588556,30.692530743588556
l1_matrix_add,32,32,8192,16384,2,1,1,32,32,64.0,128.0,4.662128034943197,43.71,0.0833,1405.71,6553600,78643200,10.6624,128000000000.0,128000000000.0,128000000000.0,64000000000.0,10.6624,10.6624,43.72494030371396,43.72494030371396
l1_matrix_add,32,64,8192,16384,2,1,1,32,32,128.0,128.0,4.66223416742668,43.71,0.0833,1405.678,6553600,78643200,10.6624,128000000000.0,128000000000.0,128000000000.0,128000000000.0,10.6624,10.6624,43.725935693902684,43.725935693902684
l1_matrix_add,64,16,8192,16384,2,1,1,32,32,32.0,128.0,5.842336435351058,54.77,0.0833,1121.743,6553600,78643200,10.6624,256000000000.0,128000000000.0,128000000000.0,32000000000.0,10.6624,32.0,54.79382161006019,54.79382161006019
l1_matrix_add,64,32,8192,16384,2,1,1,32,32,64.0,128.0,5.957227874692418,55.85,0.0833,1100.109,6553600,78643200,10.6624,256000000000.0,128000000000.0,128000000000.0,64000000000.0,10.6624,42.6496,55.87135986918909,55.87135986918909
l1_matrix_add,64,64,8192,16384,2,1,1,32,32,128.0,128.0,5.692619729075915,53.37,0.0833,1151.245,6553600,78643200,10.6624,256000000000.0,128000000000.0,128000000000.0,128000000000.0,10.6624,42.6496,53.38966582641727,53.38966582641727
l1_matrix_add,32,16,8192,16384,2,2,1,32,32,32.0,128.0,4.586282162444356,43.0,0.0833,1428.957,6553600,78643200,10.6624,128000000000.0,128000000000.0,128000000000.0,32000000000.0,10.6624,10.6624,43.01360071320112,43.01360071320112
l1_matrix_add,32,32,8192,16384,2,2,1,32,32,64.0,128.0,4.673361709895881,43.81,0.0833,1402.331,6553600,78643200,10.6624,128000000000.0,128000000000.0,128000000000.0,64000000000.0,10.6624,10.6624,43.8302981495337,43.8302981495337
l1_matrix_add,32,64,8192,16384,2,2,1,32,32,128.0,128.0,4.673468354466487,43.81,0.0833,1402.299,6553600,78643200,10.6624,128000000000.0,128000000000.0,128000000000.0,128000000000.0,10.6624,10.6624,43.8312983424603,43.8312983424603
l1_matrix_add,64,16,8192,16384,2,2,1,32,32,32.0,128.0,4.105139065845338,38.49,0.0833,1596.438,6553600,78643200,10.6624,256000000000.0,128000000000.0,128000000000.0,32000000000.0,10.6624,32.0,38.501079173969636,38.501079173969636
l1_matrix_add,64,32,8192,16384,2,2,1,32,32,64.0,128.0,5.9755819572729845,56.02,0.0833,1096.73,6553600,78643200,10.6624,256000000000.0,128000000000.0,128000000000.0,64000000000.0,10.6624,42.6496,56.04349824873372,56.04349824873372
l1_matrix_add,64,64,8192,16384,2,2,1,32,32,128.0,128.0,5.709377226958548,53.53,0.0833,1147.866,6553600,78643200,10.6624,256000000000.0,128000000000.0,128000000000.0,128000000000.0,10.6624,42.6496,53.54683023483032,53.54683023483032
l1_matrix_add,32,16,8192,16384,2,4,1,32,32,32.0,128.0,4.586230810519163,43.0,0.0833,1428.973,6553600,78643200,10.6624,128000000000.0,128000000000.0,128000000000.0,32000000000.0,10.6624,10.6624,43.013119096255664,43.013119096255664
l1_matrix_add,32,32,8192,16384,2,4,1,32,32,64.0,128.0,3.2725603980043863,30.68,0.0833,2002.591,6553600,78643200,10.6624,128000000000.0,128000000000.0,128000000000.0,64000000000.0,10.6624,10.6624,30.692530743588556,30.692530743588556
l1_matrix_add,32,64,8192,16384,2,4,1,32,32,128.0,128.0,4.686756922399188,43.94,0.0833,1398.323,6553600,78643200,10.6624,128000000000.0,128000000000.0,128000000000.0,128000000000.0,10.6624,10.6624,43.95592851889995,43.95592851889995
l1_matrix_add,64,16,8192,16384,2,4,1,32,32,32.0,128.0,5.84221664767875,54.77,0.0833,1121.766,6553600,78643200,10.6624,256000000000.0,128000000000.0,128000000000.0,32000000000.0,10.6624,32.0,54.792698151248786,54.792698151248786
l1_matrix_add,64,32,8192,16384,2,4,1,32,32,64.0,128.0,5.997324191904126,56.22,0.0833,1092.754,6553600,78643200,10.6624,256000000000.0,128000000000.0,128000000000.0,64000000000.0,10.6624,42.6496,56.24741326440695,56.24741326440695
l1_matrix_add,64,64,8192,16384,2,4,1,32,32,128.0,128.0,5.729222215422812,53.71,0.0833,1143.89,6553600,78643200,10.6624,256000000000.0,128000000000.0,128000000000.0,128000000000.0,10.6624,42.6496,53.73295145016893,53.73295145016893
l1_matrix_add,32,16,8192,16384,2,8,1,32,32,32.0,128.0,4.586012577665723,42.99,0.0833,1429.041,6553600,78643200,10.6624,128000000000.0,128000000000.0,128000000000.0,32000000000.0,10.6624,10.6624,43.01107234455397,43.01107234455397
l1_matrix_add,32,32,8192,16384,2,8,1,32,32,64.0,128.0,4.720800957183886,44.26,0.0833,1388.239,6553600,78643200,10.6624,128000000000.0,128000000000.0,128000000000.0,64000000000.0,10.6624,10.6624,44.27521906122342,44.27521906122342
l1_matrix_add,32,64,8192,16384,2,8,1,32,32,128.0,128.0,4.720909777864541,44.26,0.0833,1388.207,6553600,78643200,10.6624,128000000000.0,128000000000.0,128000000000.0,128000000000.0,10.6624,10.6624,44.27623966334541,44.27623966334541
l1_matrix_add,64,16,8192,16384,2,8,1,32,32,32.0,128.0,5.840789989661689,54.76,0.0833,1122.04,6553600,78643200,10.6624,256000000000.0,128000000000.0,128000000000.0,32000000000.0,10.6624,32.0,54.77931788023043,54.77931788023043
l1_matrix_add,64,32,8192,16384,2,8,1,32,32,64.0,128.0,6.053362250355152,56.75,0.0833,1082.638,6553600,78643200,10.6624,256000000000.0,128000000000.0,128000000000.0,64000000000.0,10.6624,42.6496,56.77298028919523,56.77298028919523
l1_matrix_add,64,64,8192,16384,2,8,1,32,32,128.0,128.0,5.780340702820845,54.19,0.0833,1133.774,6553600,78643200,10.6624,256000000000.0,128000000000.0,128000000000.0,128000000000.0,10.6624,42.6496,54.21237904056164,54.21237904056164
l1_matrix_add,32,16,8192,16384,2,16,1,32,32,32.0,128.0,4.585544089052029,42.99,0.0833,1429.187,6553600,78643200,10.6624,128000000000.0,128000000000.0,128000000000.0,32000000000.0,10.6624,10.6624,43.00667850626528,43.00667850626528
l1_matrix_add,32,32,8192,16384,2,16,1,32,32,64.0,128.0,4.940360018484136,46.32,0.0833,1326.543,6553600,78643200,10.6624,128000000000.0,128000000000.0,128000000000.0,64000000000.0,10.6624,10.6624,46.33440893686352,46.33440893686352
l1_matrix_add,32,64,8192,16384,2,16,1,32,32,128.0,128.0,4.784386500402617,44.85,0.0833,1369.789,6553600,78643200,10.6624,128000000000.0,128000000000.0,128000000000.0,128000000000.0,10.6624,10.6624,44.87157207010257,44.87157207010257
l1_matrix_add,64,16,8192,16384,2,16,1,32,32,32.0,128.0,5.770609129636185,54.1,0.0833,1135.686,6553600,78643200,10.6624,256000000000.0,128000000000.0,128000000000.0,32000000000.0,10.6624,32.0,54.121109033952806,54.121109033952806
l1_matrix_add,64,32,8192,16384,2,16,1,32,32,64.0,128.0,6.065126816456247,56.86,0.0833,1080.538,6553600,78643200,10.6624,256000000000.0,128000000000.0,128000000000.0,64000000000.0,10.6624,42.6496,56.88331723116978,56.88331723116978
l1_matrix_add,64,64,8192,16384,2,16,1,32,32,128.0,128.0,4.940360018484136,46.32,0.0833,1326.543,6553600,78643200,10.6624,256000000000.0,128000000000.0,128000000000.0,128000000000.0,10.6624,42.6496,46.33440893686352,46.33440893686352
l1_matrix_add,32,16,8192,16384,2,1,1,32,64,32.0,128.0,5.842336435351058,54.77,0.0833,1121.743,6553600,78643200,10.6624,128000000000.0,256000000000.0,128000000000.0,32000000000.0,21.3248,5.3312,54.79382161006019,27.396910805030096
l1_matrix_add,32,32,8192,16384,2,1,1,32,64,64.0,128.0,6.429239225658097,60.27,0.0833,1019.343,6553600,78643200,10.6624,128000000000.0,256000000000.0,128000000000.0,64000000000.0,21.3248,5.3312,60.2982370353588,30.1491185176794
l1_matrix_add,32,64,8192,16384,2,1,1,32,64,128.0,128.0,6.578981711442746,61.68,0.0833,996.142,6553600,78643200,10.6624,128000000000.0,256000000000.0,128000000000.0,128000000000.0,21.3248,5.3312,61.7026345986152,30.8513172993076
l1_matrix_add,64,16,8192,16384,2,1,1,32,64,32.0,256.0,8.045738530685306,37.71,0.0833,814.543,6553600,78643200,21.3248,256000000000.0,256000000000.0,256000000000.0,32000000000.0,21.3248,21.3248,37.72949115905099,37.72949115905099
l1_matrix_add,64,32,8192,16384,2,1,1,32,64,64.0,256.0,9.202646097764074,43.14,0.0833,712.143,6553600,78643200,21.3248,256000000000.0,256000000000.0,256000000000.0,64000000000.0,21.3248,21.3248,43.15466544944888,43.15466544944888
l1_matrix_add,64,64,8192,16384,2,1,1,32,64,128.0,256.0,9.512556935126614,44.59,0.0833,688.942,6553600,78643200,21.3248,256000000000.0,256000000000.0,256000000000.0,128000000000.0,21.3248,21.3248,44.607953814931975,44.607953814931975
l1_matrix_add,32,32,8192,16384,2,2,1,32,64,64.0,128.0,6.429188768147577,60.27,0.0833,1019.351,6553600,78643200,10.6624,128000000000.0,256000000000.0,128000000000.0,64000000000.0,21.3248,5.3312,60.297763806906296,30.148881903453148
l1_matrix_add,32,64,8192,16384,2,2,1,32,64,128.0,128.0,6.594764520134681,61.83,0.0833,993.758,6553600,78643200,10.6624,128000000000.0,256000000000.0,128000000000.0,128000000000.0,21.3248,5.3312,61.85065763931836,30.92532881965918
l1_matrix_add,64,16,8192,16384,2,2,1,32,64,32.0,256.0,4.0114020381418625,18.8,0.0833,1633.743,6553600,78643200,21.3248,256000000000.0,256000000000.0,256000000000.0,32000000000.0,21.3248,21.3248,18.810971442366927,18.810971442366927
l1_matrix_add,64,32,8192,16384,2,2,1,32,64,64.0,256.0,9.202542719170514,43.14,0.0833,712.151,6553600,78643200,21.3248,256000000000.0,256000000000.0,256000000000.0,64000000000.0,21.3248,21.3248,43.15418066837914,43.15418066837914
l1_matrix_add,64,64,8192,16384,2,2,1,32,64,128.0,256.0,9.54558828241751,44.74,0.0833,686.558,6553600,78643200,21.3248,256000000000.0,256000000000.0,256000000000.0,128000000000.0,21.3248,21.3248,44.762850213917645,44.762850213917645
l1_matrix_add,32,16,8192,16384,2,4,1,32,64,32.0,128.0,4.0114020381418625,37.61,0.0833,1633.743,6553600,78643200,10.6624,128000000000.0,256000000000.0,128000000000.0,32000000000.0,21.3248,5.3312,37.621942884733855,18.810971442366927
l1_matrix_add,32,32,8192,16384,2,4,1,32,64,64.0,128.0,6.429050014077281,60.27,0.0833,1019.373,6553600,78643200,10.6624,128000000000.0,256000000000.0,128000000000.0,64000000000.0,21.3248,5.3312,60.29646246696129,30.148231233480644
l1_matrix_add,32,64,8192,16384,2,4,1,32,64,128.0,128.0,6.610616567898123,61.97,0.0833,991.375,6553600,78643200,10.6624,128000000000.0,256000000000.0,128000000000.0,128000000000.0,21.3248,5.3312,61.99933005606732,30.99966502803366
l1_matrix_add,64,16,8192,16384,2,4,1,32,64,32.0,256.0,4.011367663612154,18.8,0.0833,1633.757,6553600,78643200,21.3248,256000000000.0,256000000000.0,256000000000.0,32000000000.0,21.3248,21.3248,18.81081024728088,18.81081024728088
l1_matrix_add,64,32,8192,16384,2,4,1,32,64,64.0,256.0,9.202258440013875,43.14,0.0833,712.173,6553600,78643200,21.3248,256000000000.0,256000000000.0,256000000000.0,64000000000.0,21.3248,21.3248,43.152847576595676,43.152847576595676
l1_matrix_add,64,64,8192,16384,2,4,1,32,64,128.0,256.0,9.578835824167793,44.9,0.0833,684.175,6553600,78643200,21.3248,256000000000.0,256000000000.0,256000000000.0,128000000000.0,21.3248,21.3248,44.91876042995851,44.91876042995851
l1_matrix_add,32,16,8192,16384,2,8,1,32,64,32.0,128.0,4.940307879721717,46.32,0.0833,1326.557,6553600,78643200,10.6624,128000000000.0,256000000000.0,128000000000.0,32000000000.0,21.3248,5.3312,46.33391994036724,23.16695997018362
l1_matrix_add,32,32,8192,16384,2,8,1,32,64,64.0,128.0,6.427366521517398,60.26,0.0833,1019.64,6553600,78643200,10.6624,128000000000.0,256000000000.0,128000000000.0,64000000000.0,21.3248,5.3312,60.280673408589045,30.140336704294523
l1_matrix_add,32,64,8192,16384,2,8,1,32,64,128.0,128.0,4.011367663612154,37.61,0.0833,1633.757,6553600,78643200,10.6624,128000000000.0,256000000000.0,128000000000.0,128000000000.0,21.3248,5.3312,37.62162049456176,18.81081024728088
l1_matrix_add,64,16,8192,16384,2,8,1,32,64,32.0,256.0,8.040842217366286,37.69,0.0833,815.039,6553600,78643200,21.3248,256000000000.0,256000000000.0,256000000000.0,32000000000.0,21.3248,21.3248,37.70653050610691,37.70653050610691
l1_matrix_add,64,32,8192,16384,2,8,1,32,64,64.0,256.0,9.196241014033754,43.11,0.0833,712.639,6553600,78643200,21.3248,256000000000.0,256000000000.0,256000000000.0,64000000000.0,21.3248,21.3248,43.12462960512527,43.12462960512527
l1_matrix_add,64,64,8192,16384,2,8,1,32,64,128.0,256.0,4.940307879721717,23.16,0.0833,1326.557,6553600,78643200,21.3248,256000000000.0,256000000000.0,256000000000.0,128000000000.0,21.3248,21.3248,23.16695997018362,23.16695997018362
l1_matrix_add,32,16,8192,16384,2,16,1,32,64,32.0,128.0,5.788703830635189,54.27,0.0833,1132.136,6553600,78643200,10.6624,128000000000.0,256000000000.0,128000000000.0,32000000000.0,21.3248,5.3312,54.29081473810014,27.14540736905007
l1_matrix_add,32,32,8192,16384,2,16,1,32,64,64.0,128.0,4.011367663612154,37.61,0.0833,1633.757,6553600,78643200,10.6624,128000000000.0,256000000000.0,128000000000.0,64000000000.0,21.3248,5.3312,37.62162049456176,18.81081024728088
l1_matrix_add,32,64,8192,16384,2,16,1,32,64,128.0,128.0,6.5633794353586845,61.53,0.0833,998.51,6553600,78643200,10.6624,128000000000.0,256000000000.0,128000000000.0,128000000000.0,21.3248,5.3312,61.556304728379025,30.778152364189513
l1_matrix_add,64,16,8192,16384,2,16,1,32,64,32.0,256.0,7.847823874216398,36.79,0.0833,835.085,6553600,78643200,21.3248,256000000000.0,256000000000.0,256000000000.0,32000000000.0,21.3248,21.3248,36.80139496837672,36.80139496837672
l1_matrix_add,64,32,8192,16384,2,16,1,32,64,64.0,256.0,8.944635143342639,41.93,0.0833,732.685,6553600,78643200,21.3248,256000000000.0,256000000000.0,256000000000.0,64000000000.0,21.3248,21.3248,41.94475513647321,41.94475513647321
l1_matrix_add,32,16,8192,16384,2,1,1,32,128,32.0,128.0,4.940307879721717,46.32,0.0833,1326.557,6553600,78643200,10.6624,128000000000.0,512000000000.0,128000000000.0,32000000000.0,32.0,2.6656,46.33391994036724,15.438462124130364
l1_matrix_add,32,32,8192,16384,2,1,1,32,128,64.0,128.0,7.569913935197859,70.97,0.0833,865.743,6553600,78643200,10.6624,128000000000.0,512000000000.0,128000000000.0,64000000000.0,42.6496,2.6656,70.99634167915158,17.749085419787896
l1_matrix_add,32,64,8192,16384,2,1,1,32,128,128.0,128.0,8.045738530685306,75.43,0.0833,814.543,6553600,78643200,10.6624,128000000000.0,512000000000.0,128000000000.0,128000000000.0,42.6496,2.6656,75.45898231810197,18.864745579525493
l1_matrix_add,64,16,8192,16384,2,1,1,32,128,32.0,256.0,9.915529780934213,46.48,0.0833,660.943,6553600,78643200,21.3248,256000000000.0,512000000000.0,256000000000.0,32000000000.0,32.0,10.6624,46.49764490609156,30.986030565419416
l1_matrix_add,64,32,8192,16384,2,1,1,32,128,64.0,256.0,11.733384896059928,55.0,0.0833,558.543,6553600,78643200,21.3248,256000000000.0,512000000000.0,256000000000.0,64000000000.0,42.6496,10.6624,55.02225060052112,27.51112530026056
l1_matrix_add,64,64,8192,16384,2,1,1,32,128,128.0,256.0,12.917493687702406,60.55,0.0833,507.343,6553600,78643200,21.3248,256000000000.0,512000000000.0,256000000000.0,128000000000.0,42.6496,10.6624,60.574981653766535,30.287490826883268
l1_matrix_add,32,16,8192,16384,2,2,1,32,128,32.0,128.0,6.7608121310031155,63.38,0.0833,969.351,6553600,78643200,10.6624,128000000000.0,512000000000.0,128000000000.0,32000000000.0,32.0,2.6656,63.407976918921776,21.127537909384735
l1_matrix_add,32,32,8192,16384,2,2,1,32,128,64.0,128.0,4.940307879721717,46.32,0.0833,1326.557,6553600,78643200,10.6624,128000000000.0,512000000000.0,128000000000.0,64000000000.0,42.6496,2.6656,46.33391994036724,11.58347998509181
l1_matrix_add,32,64,8192,16384,2,2,1,32,128,128.0,128.0,8.033824046798594,75.32,0.0833,815.751,6553600,78643200,10.6624,128000000000.0,512000000000.0,128000000000.0,128000000000.0,42.6496,2.6656,75.34723933447061,18.836809833617654
l1_matrix_add,64,16,8192,16384,2,2,1,32,128,32.0,256.0,4.011367663612154,18.8,0.0833,1633.757,6553600,78643200,21.3248,256000000000.0,512000000000.0,256000000000.0,32000000000.0,32.0,10.6624,18.81081024728088,12.53552394878798
l1_matrix_add,64,32,8192,16384,2,2,1,32,128,64.0,256.0,11.708063049463068,54.88,0.0833,559.751,6553600,78643200,21.3248,256000000000.0,512000000000.0,256000000000.0,64000000000.0,42.6496,10.6624,54.90350694713698,27.45175347356849
l1_matrix_add,64,64,8192,16384,2,2,1,32,128,128.0,256.0,12.886809779156861,60.41,0.0833,508.551,6553600,78643200,21.3248,256000000000.0,512000000000.0,256000000000.0,128000000000.0,42.6496,10.6624,60.43109327710863,30.215546638554315
l1_matrix_add,32,16,8192,16384,2,4,1,32,128,32.0,128.0,4.940307879721717,46.32,0.0833,1326.557,6553600,78643200,10.6624,128000000000.0,512000000000.0,128000000000.0,32000000000.0,32.0,2.6656,46.33391994036724,15.438462124130364
l1_matrix_add,32,32,8192,16384,2,4,1,32,128,64.0,128.0,7.543625397117731,70.72,0.0833,868.76,6553600,78643200,10.6624,128000000000.0,512000000000.0,128000000000.0,64000000000.0,42.6496,2.6656,70.749788013184,17.687447003296
l1_matrix_add,32,64,8192,16384,2,4,1,32,128,128.0,128.0,4.011328379156713,37.61,0.0833,1633.773,6553600,78643200,10.6624,128000000000.0,512000000000.0,128000000000.0,128000000000.0,42.6496,2.6656,37.62125205541635,9.405313013854087
l1_matrix_add,64,16,8192,16384,2,4,1,32,128,32.0,256.0,9.870474124947288,46.27,0.0833,663.96,6553600,78643200,21.3248,256000000000.0,512000000000.0,256000000000.0,32000000000.0,32.0,10.6624,46.286362005492606,30.845231640460273
l1_matrix_add,64,32,8192,16384,2,4,1,32,128,64.0,256.0,11.67034689080419,54.7,0.0833,561.56,6553600,78643200,21.3248,256000000000.0,512000000000.0,256000000000.0,64000000000.0,42.6496,10.6624,54.72664170732757,27.363320853663787
l1_matrix_add,64,64,8192,16384,2,4,1,32,128,128.0,256.0,4.011328379156713,18.8,0.0833,1633.773,6553600,78643200,21.3248,256000000000.0,512000000000.0,256000000000.0,128000000000.0,42.6496,10.6624,18.810626027708174,9.405313013854087
l1_matrix_add,32,16,8192,16384,2,8,1,32,128,32.0,128.0,6.696845525796794,62.78,0.0833,978.61,6553600,78643200,10.6624,128000000000.0,512000000000.0,128000000000.0,32000000000.0,32.0,2.6656,62.80805002435469,20.927642268114983
l1_matrix_add,32,32,8192,16384,2,8,1,32,128,64.0,128.0,7.479485511464147,70.12,0.0833,876.21,6553600,78643200,10.6624,128000000000.0,512000000000.0,128000000000.0,64000000000.0,42.6496,2.6656,70.14823596436213,17.537058991090532
l1_matrix_add,32,64,8192,16384,2,8,1,32,128,128.0,128.0,7.9436612889540745,74.47,0.0833,825.01,6553600,78643200,10.6624,128000000000.0,512000000000.0,128000000000.0,128000000000.0,42.6496,2.6656,74.50162523403806,18.625406308509515
l1_matrix_add,64,16,8192,16384,2,8,1,32,128,32.0,256.0,9.758058632329227,45.74,0.0833,671.609,6553600,78643200,21.3248,256000000000.0,512000000000.0,256000000000.0,32000000000.0,32.0,10.6624,45.759203520451436,30.493933226028837
l1_matrix_add,64,32,8192,16384,2,8,1,32,128,64.0,256.0,11.513521395480398,53.97,0.0833,569.209,6553600,78643200,21.3248,256000000000.0,512000000000.0,256000000000.0,64000000000.0,42.6496,10.6624,53.991228032527374,26.995614016263687
l1_matrix_add,64,64,8192,16384,2,8,1,32,128,128.0,256.0,4.940248293912209,23.16,0.0833,1326.573,6553600,78643200,21.3248,256000000000.0,512000000000.0,256000000000.0,128000000000.0,42.6496,10.6624,23.166680549933453,11.583340274966726
l1_matrix_add,32,16,8192,16384,2,16,1,32,128,32.0,128.0,6.54785098683356,61.39,0.0833,1000.878,6553600,78643200,10.6624,128000000000.0,512000000000.0,128000000000.0,32000000000.0,32.0,2.6656,61.41066726847202,20.462034333854877
l1_matrix_add,32,32,8192,16384,2,16,1,32,128,64.0,128.0,7.2939180992362855,68.38,0.0833,898.502,6553600,78643200,10.6624,128000000000.0,512000000000.0,128000000000.0,64000000000.0,42.6496,2.6656,68.40784531846757,17.10196132961689
l1_matrix_add,32,64,8192,16384,2,16,1,32,128,128.0,128.0,4.940248293912209,46.31,0.0833,1326.573,6553600,78643200,10.6624,128000000000.0,512000000000.0,128000000000.0,128000000000.0,42.6496,2.6656,46.333361099866906,11.583340274966726
l1_matrix_add,64,16,8192,16384,2,16,1,32,128,32.0,256.0,4.011328379156713,18.8,0.0833,1633.773,6553600,78643200,21.3248,256000000000.0,512000000000.0,256000000000.0,32000000000.0,32.0,10.6624,18.810626027708174,12.535401184864728
l1_matrix_add,64,32,8192,16384,2,16,1,32,128,64.0,256.0,10.96934121353024,51.42,0.0833,597.447,6553600,78643200,21.3248,256000000000.0,512000000000.0,256000000000.0,64000000000.0,42.6496,10.6624,51.4393626834964,25.7196813417482
l1_matrix_add,64,64,8192,16384,2,16,1,32,128,128.0,256.0,11.996975859966941,56.24,0.0833,546.271,6553600,78643200,21.3248,256000000000.0,512000000000.0,256000000000.0,128000000000.0,42.6496,10.6624,56.258327674664905,28.129163837332452
l1_matrix_add,32,16,8192,16384,2,1,1,32,256,32.0,128.0,4.940248293912209,46.31,0.0833,1326.573,6553600,78643200,10.6624,128000000000.0,1024000000000.0,128000000000.0,32000000000.0,32.0,1.3328,46.333361099866906,15.438275918475652
l1_matrix_add,32,32,8192,16384,2,1,1,32,256,64.0,128.0,8.248429568787467,77.33,0.0833,794.527,6553600,78643200,10.6624,128000000000.0,1024000000000.0,128000000000.0,64000000000.0,64.0,1.3328,77.35997119586085,12.888171201230417
l1_matrix_add,32,64,8192,16384,2,1,1,32,256,128.0,128.0,8.81657736097303,82.66,0.0833,743.327,6553600,78643200,10.6624,128000000000.0,1024000000000.0,128000000000.0,128000000000.0,85.2992,1.3328,82.6884881543839,10.336061019297988
l1_matrix_add,64,16,8192,16384,2,1,1,32,256,32.0,256.0,11.112938698753833,52.09,0.0833,589.727,6553600,78643200,21.3248,256000000000.0,1024000000000.0,256000000000.0,32000000000.0,32.0,5.3312,52.112745248508,34.72793343360573
